gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
female,IL,22,33000,3,6,3,6,4,5,3,5,3,4,3,3,3,3,6,5,3,3,6,1,4,6,3,5,4,6,4,2,4,1,5,2,3,5,4,5,3,2,3,4,Evercrest,51,3,1,2,5,6,4
male,IL,47,111000,7,7,2,7,6,3,7,3,3,4,2,3,3,4,3,5,3,5,3,4,1,6,4,1,3,3,4,2,4,4,4,4,4,2,2,5,4,3,1,2,Evercrest,74,3,1,5,4,2,6
female,OH,57,58000,5,5,4,5,7,7,5,7,2,6,4,6,5,5,6,7,5,4,1,5,1,4,4,1,4,1,3,3,1,5,1,4,2,5,6,5,3,6,3,6,Warrior Guild,49,5,1,3,6,4,2
male,CO,25,52000,4,3,4,3,4,6,6,5,6,4,4,5,4,3,5,4,7,3,3,7,7,4,5,7,4,3,3,6,1,5,4,3,5,2,5,3,3,4,4,5,Seraph Guardians,48,2,1,6,4,5,3
female,SC,26,46000,4,7,1,5,1,3,3,2,3,6,2,4,4,4,2,7,4,2,4,4,1,1,4,1,1,1,1,3,3,4,3,2,1,1,1,3,2,1,2,1,Evercrest,36,3,1,6,5,2,4
male,FL,20,19000,5,6,2,3,7,7,2,7,3,2,1,3,4,3,1,4,4,7,4,6,2,3,1,2,5,4,4,4,5,7,7,7,7,1,1,4,2,1,2,1,Seraph Guardians,44,2,3,4,1,5,6
female,SC,53,69000,4,7,3,3,2,3,1,2,1,7,4,3,2,2,3,7,4,3,2,6,2,1,1,1,1,4,1,1,4,4,5,5,4,3,3,2,3,2,4,1,Warrior Guild,42,4,1,6,5,3,2
female,CA,58,176000,7,6,5,6,6,7,5,7,3,4,4,7,7,7,4,6,3,3,1,4,1,5,7,1,3,2,2,7,1,4,3,2,3,4,4,6,6,3,5,4,Warrior Guild,100,5,1,3,6,4,2
female,NY,28,54000,6,1,3,6,4,5,4,4,2,1,4,3,6,4,2,1,5,4,2,5,1,7,5,3,6,2,5,3,3,5,3,2,3,2,1,4,3,5,6,3,Seraph Guardians,42,3,1,5,2,4,6
male,OR,27,53000,5,6,2,4,5,4,4,2,3,7,2,3,5,4,4,5,3,5,4,4,2,4,5,4,5,6,7,3,3,5,4,6,3,3,4,5,4,2,4,2,Warrior Guild,38,3,1,4,2,5,6
female,CA,23,29000,4,3,6,5,3,5,5,4,3,5,7,5,5,6,5,3,5,3,3,4,3,3,6,1,4,3,4,5,2,3,2,4,4,3,3,5,4,7,3,6,Warrior Guild,35,5,1,4,6,3,2
female,NJ,26,62000,5,4,1,5,1,3,5,2,5,5,4,3,4,4,2,4,4,7,2,3,4,3,3,5,6,4,5,3,5,2,7,7,6,3,3,3,1,5,1,3,Warrior Guild,48,4,3,6,1,2,5
female,MN,32,117000,6,5,6,3,5,7,3,4,5,5,6,6,4,4,2,4,3,3,2,6,4,4,6,3,3,2,2,5,3,4,1,1,1,3,2,2,5,6,7,4,Warrior Guild,83,5,1,3,6,4,2
male,AL,23,37000,3,3,2,2,2,1,2,1,6,3,5,4,5,5,4,4,7,4,4,6,6,3,3,7,3,2,1,5,3,5,5,4,7,5,4,4,1,3,3,3,Evercrest,43,1,5,6,2,4,3
female,IL,32,108000,2,6,2,2,7,7,3,7,3,6,4,5,6,7,3,4,4,4,7,6,5,7,4,4,4,4,4,6,5,5,3,4,3,2,3,3,2,3,3,1,Evercrest,,5,1,4,3,6,2
male,NY,31,56000,2,6,5,1,3,1,2,2,6,5,3,5,2,5,1,6,6,6,2,4,6,2,6,5,2,4,3,5,3,4,6,5,7,2,4,3,1,5,3,3,Warrior Guild,46,2,3,6,1,4,5
male,MO,21,20000,5,4,3,6,5,4,4,4,5,5,1,1,1,1,5,3,4,4,5,2,4,7,1,5,3,2,6,1,5,3,6,5,5,5,5,5,1,1,2,5,Warrior Guild,28,1,3,5,2,4,6
male,IA,24,42000,5,7,1,6,1,1,5,1,3,6,4,1,1,1,5,7,3,1,6,1,5,6,2,3,4,4,3,2,3,3,2,1,1,3,5,4,3,4,2,5,Seraph Guardians,42,3,2,6,4,1,5
female,MD,20,39000,2,5,3,4,4,5,4,6,6,5,2,4,4,6,2,5,4,4,3,4,6,4,5,4,3,3,1,6,5,2,4,6,7,2,2,2,1,5,1,3,Seraph Guardians,43,4,1,6,2,5,3
male,NY,22,17000,6,2,3,5,1,2,6,1,3,3,4,2,3,3,1,2,1,3,2,3,2,4,3,5,5,3,6,3,5,1,5,4,4,4,4,4,2,3,2,2,Evercrest,23,3,2,5,1,4,6
male,MA,59,123000,2,6,5,4,6,7,3,7,1,6,6,7,7,5,3,7,3,1,1,2,1,4,7,1,4,2,7,6,2,4,1,1,1,4,3,3,6,6,5,5,Evercrest,90,6,1,3,5,4,2
female,NY,34,110000,2,5,2,1,7,7,2,6,1,3,4,4,6,3,2,4,6,7,3,6,2,5,3,3,4,1,3,3,1,6,4,4,6,3,3,3,1,4,1,3,Evercrest,75,6,1,5,3,4,2
female,OH,46,62000,2,1,1,4,5,6,3,6,2,1,2,3,3,3,1,1,5,6,1,4,2,1,3,2,1,2,2,4,4,6,5,4,6,1,1,3,4,1,1,1,Evercrest,36,3,2,4,1,6,5
female,NC,38,47000,2,7,3,3,7,7,2,7,2,7,4,4,5,6,1,7,5,1,2,4,4,3,5,1,3,1,3,7,1,5,1,1,1,3,3,3,6,6,4,3,Evercrest,44,5,1,4,6,3,2
male,FL,28,53000,3,7,3,7,2,1,5,2,3,7,1,1,1,2,4,7,2,5,4,3,3,3,1,3,3,5,4,2,3,1,2,2,3,3,3,4,2,1,3,4,Warrior Guild,39,4,1,6,5,2,3
female,NJ,24,67000,1,6,6,1,4,5,4,3,3,7,4,6,4,4,3,7,4,3,2,3,1,1,3,1,3,2,5,4,3,4,2,3,2,1,1,3,4,4,4,2,Warrior Guild,46,4,1,5,6,3,2
male,PA,22,29000,1,1,3,2,6,6,2,6,5,1,4,7,6,6,2,1,3,4,5,3,3,4,7,3,5,5,3,6,6,3,1,1,3,4,3,1,5,2,4,2,Seraph Guardians,39,5,3,1,4,6,2
female,GA,31,62000,3,3,5,4,6,5,3,7,5,2,4,5,6,6,3,2,3,4,5,3,3,5,6,6,3,7,3,5,7,3,5,2,5,4,4,4,2,6,3,4,Warrior Guild,42,4,1,2,5,6,3
female,OH,19,8000,3,7,3,5,1,2,5,2,3,6,3,1,2,3,3,7,4,3,5,4,3,1,2,4,5,5,2,2,5,3,1,1,3,3,3,4,1,2,1,2,Evercrest,17,3,1,6,4,2,5
female,NY,36,122000,7,4,1,6,1,4,3,2,2,5,2,4,5,2,5,3,1,2,3,3,2,4,4,1,2,6,2,3,4,2,3,3,5,3,3,4,2,1,3,3,Warrior Guild,,2,1,3,5,4,6
male,MO,25,36000,6,4,1,5,2,3,6,4,3,6,1,1,5,1,1,6,2,2,4,4,3,6,3,2,5,3,5,1,3,2,5,3,2,4,5,5,2,3,1,4,Warrior Guild,28,3,1,5,6,2,4
female,TX,34,50000,7,5,3,6,2,3,6,1,3,2,1,1,1,1,4,5,3,2,3,4,3,7,1,4,5,4,5,1,3,4,3,3,2,4,4,6,3,4,3,1,Warrior Guild,38,3,2,5,4,1,6
male,MO,19,14000,3,6,6,3,5,5,5,5,6,3,6,7,7,5,5,3,7,1,4,6,3,5,6,3,5,3,4,7,3,6,1,2,1,4,6,3,6,7,3,5,Warrior Guild,29,5,1,3,6,4,2
female,NY,19,13000,3,3,5,2,3,1,1,1,6,4,4,2,3,1,2,6,7,2,4,6,7,1,3,7,1,2,1,4,3,6,2,3,2,1,1,1,4,4,2,2,Warrior Guild,25,1,4,6,2,3,5
female,NY,19,26000,5,1,3,6,4,3,5,1,5,1,3,5,4,4,6,2,5,4,6,4,7,6,5,6,5,7,4,3,3,4,3,5,2,7,5,6,1,2,3,5,Evercrest,38,1,4,3,2,5,6
male,TN,27,42000,5,6,3,7,3,2,6,1,1,5,1,1,1,1,5,7,3,4,3,4,1,6,1,2,6,2,6,1,2,4,1,2,2,5,3,5,1,1,1,5,Seraph Guardians,41,4,2,6,3,1,5
female,NM,23,33000,4,4,6,7,5,5,6,2,5,3,3,4,5,5,7,4,4,2,6,3,7,6,4,7,6,6,7,3,6,6,2,4,3,7,7,6,4,2,5,7,Seraph Guardians,51,2,4,1,3,6,5
male,NE,25,55000,3,6,1,2,2,3,3,2,5,5,4,3,2,3,7,3,3,3,2,5,4,5,1,5,6,4,5,3,4,3,3,5,4,7,6,5,3,2,1,5,Evercrest,43,6,1,5,3,2,4
male,SC,22,26000,6,4,3,4,6,4,3,6,5,4,4,2,4,1,3,3,4,5,4,4,5,4,2,5,4,3,5,4,3,5,4,4,3,2,3,5,3,7,5,1,Warrior Guild,41,2,1,6,3,4,5
female,NV,30,42000,5,7,2,4,2,1,4,2,3,7,4,3,1,3,2,7,5,1,3,4,3,1,1,1,4,3,1,1,3,5,1,2,1,3,1,3,2,2,4,1,Warrior Guild,41,4,1,6,5,2,3
female,OH,18,4000,3,4,3,4,6,6,4,7,7,4,6,6,7,7,5,4,3,2,7,5,3,5,6,6,3,5,4,5,5,4,1,2,3,6,3,6,6,5,6,5,Warrior Guild,24,4,1,3,5,6,2
female,NM,24,20000,6,5,1,4,4,5,7,5,3,6,2,4,5,5,5,5,6,1,3,5,6,4,4,4,4,3,4,3,5,5,3,5,4,6,3,5,4,1,3,5,Seraph Guardians,39,4,1,3,2,6,5
female,MN,25,31000,5,5,4,5,7,7,4,7,5,5,5,6,7,3,2,7,2,2,2,3,3,4,6,5,3,1,4,6,1,5,2,1,2,2,3,3,2,7,4,2,Warrior Guild,31,5,1,4,6,3,2
male,VA,35,62000,3,2,1,5,7,7,3,7,3,5,4,3,4,3,2,2,7,7,4,3,1,7,4,2,5,2,4,3,3,3,7,7,6,1,1,5,3,2,1,1,Warrior Guild,55,3,1,5,2,4,6
female,OH,26,43000,4,5,2,4,3,3,4,1,4,7,5,2,2,4,1,6,6,7,4,5,3,4,2,2,3,3,3,4,5,7,7,5,6,1,1,3,1,4,1,1,Warrior Guild,39,4,3,6,1,2,5
female,VA,19,34000,5,4,5,5,6,5,5,7,6,5,2,6,7,7,7,5,7,4,5,5,5,6,7,5,7,3,7,5,3,5,4,4,3,5,5,5,6,1,6,6,Evercrest,40,3,2,1,4,6,5
male,OR,21,23000,2,7,3,4,3,3,3,4,3,7,4,3,2,4,1,7,2,3,3,3,5,2,2,2,2,1,3,2,3,2,2,4,2,3,3,4,3,2,3,1,Seraph Guardians,28,4,1,5,6,3,2
male,ID,19,19000,4,4,4,3,1,3,4,3,3,5,3,1,3,3,3,4,2,2,4,2,3,6,4,6,5,4,5,4,6,4,2,3,2,3,2,1,6,1,3,3,Evercrest,40,2,1,4,3,5,6
male,FL,29,67000,5,2,1,5,5,3,3,5,2,3,3,2,2,4,3,3,5,3,4,3,2,4,1,3,3,3,4,4,5,4,3,2,3,3,2,3,1,5,2,2,Warrior Guild,53,3,1,5,4,2,6
female,SC,27,19000,4,5,1,2,5,3,1,4,3,4,3,3,3,2,1,6,2,4,2,1,3,3,3,4,2,3,2,3,2,2,1,3,2,2,1,4,2,3,1,2,Warrior Guild,27,4,1,6,5,2,3
male,CA,21,17000,7,4,3,7,4,5,7,4,5,5,5,4,4,4,3,3,5,3,4,3,2,7,3,3,6,5,7,3,5,3,2,2,2,3,4,7,2,3,2,3,Seraph Guardians,38,3,1,5,4,2,6
female,IN,31,48000,5,7,1,7,1,1,7,1,4,7,5,2,2,2,1,7,3,2,2,3,4,3,3,3,4,2,6,1,3,3,2,3,3,1,4,4,1,3,1,2,Warrior Guild,46,4,1,6,3,2,5
female,MI,21,31000,3,3,5,3,6,4,4,6,7,5,5,3,1,3,2,3,3,4,3,1,7,4,2,7,2,3,3,5,3,4,5,4,3,2,4,3,3,3,1,4,Seraph Guardians,37,2,3,4,1,6,5
male,OK,22,57000,3,5,2,3,4,5,3,2,7,4,5,3,4,3,2,3,6,4,7,7,5,1,3,5,1,6,4,4,6,7,7,5,5,4,3,3,3,4,3,1,Warrior Guild,56,1,5,4,2,6,3
male,NY,23,32000,4,4,6,4,6,7,5,7,3,5,7,3,4,5,3,5,4,4,2,5,2,7,4,3,6,2,6,3,3,6,3,3,4,3,4,7,5,7,6,4,Evercrest,33,6,1,4,5,2,3
male,CA,50,190000,7,5,2,7,3,1,4,2,1,4,2,3,3,3,2,7,4,1,4,5,3,6,3,3,4,4,4,5,4,4,1,3,2,5,4,6,1,3,1,3,Evercrest,75,3,1,6,4,2,5
female,NC,32,60000,7,3,2,6,3,4,6,4,5,4,4,5,5,6,3,6,3,5,4,5,3,6,4,5,7,4,5,4,5,3,7,5,5,3,4,7,1,2,1,2,Evercrest,56,3,1,5,2,4,6
male,NE,47,113000,2,3,3,3,6,7,5,7,1,2,2,4,5,2,2,3,6,7,1,6,2,5,4,2,3,4,1,3,3,5,6,7,7,3,3,3,3,2,3,2,Warrior Guild,66,3,2,4,1,6,5
female,OH,26,54000,4,6,4,5,3,2,4,4,3,6,5,2,3,4,1,5,3,4,2,3,4,3,3,2,3,4,2,3,5,3,3,4,3,1,2,4,4,5,3,2,Seraph Guardians,60,4,1,5,6,2,3
male,MI,24,50000,4,5,4,6,6,6,4,6,2,4,3,1,5,3,4,4,5,3,7,3,2,4,4,2,3,7,4,4,7,5,5,3,4,5,5,5,5,3,5,6,Seraph Guardians,53,2,4,1,3,6,5
female,VA,18,11000,4,4,3,3,4,4,5,4,5,4,3,5,5,4,5,3,7,7,4,7,5,2,4,4,4,3,3,5,5,6,6,6,7,3,4,2,1,3,3,4,Evercrest,25,2,3,6,1,5,4
female,TX,27,54000,3,6,4,3,6,7,2,7,3,6,4,5,4,5,4,6,6,2,2,7,5,1,5,2,1,2,2,4,1,5,3,5,3,3,4,2,4,3,5,4,Seraph Guardians,45,4,2,5,6,3,1
male,MA,26,98000,5,1,3,5,1,2,5,1,4,1,3,4,2,2,3,1,5,4,4,6,2,5,2,5,4,4,6,1,2,5,1,2,3,5,4,6,1,4,3,3,Seraph Guardians,70,1,4,5,3,2,6
female,CA,25,51000,4,5,3,1,2,4,2,5,5,4,2,7,7,7,4,7,1,4,5,3,4,3,6,6,2,3,2,7,7,5,2,5,1,5,5,3,4,3,5,5,Evercrest,36,5,3,2,4,6,1
female,CA,24,50000,4,3,2,1,6,7,3,5,6,3,4,3,4,2,5,4,5,5,6,4,3,4,4,3,4,5,2,3,7,4,3,3,5,3,4,4,3,3,4,5,Seraph Guardians,41,5,4,1,3,6,2
female,OH,19,11000,4,5,4,4,3,2,2,4,6,6,3,2,2,2,5,4,6,6,5,6,7,3,2,7,2,2,2,2,5,6,6,5,6,5,4,1,4,3,5,5,Warrior Guild,42,1,6,4,2,3,5
female,MT,21,34000,5,1,3,5,6,5,3,7,5,2,1,5,7,7,5,2,4,2,6,7,4,2,7,4,3,7,2,7,7,6,1,4,3,3,5,4,2,5,3,6,Warrior Guild,31,2,4,1,3,6,5
female,IA,34,71000,4,3,2,2,2,3,2,3,4,6,2,3,1,3,2,6,3,4,3,3,2,4,3,3,1,3,1,3,2,3,4,4,4,3,3,3,3,4,3,2,Seraph Guardians,67,4,1,5,6,3,2
male,MD,30,111000,3,3,3,3,6,6,3,5,2,3,4,2,3,4,1,2,5,7,3,6,2,5,3,2,6,3,5,3,4,3,7,6,6,1,1,3,1,3,4,1,Warrior Guild,,3,2,4,1,5,6
female,CA,34,110000,5,4,3,3,4,6,4,5,1,4,7,5,4,6,6,6,3,4,3,1,3,2,5,2,3,4,4,7,5,4,3,3,4,6,7,5,5,4,3,5,Evercrest,77,5,2,3,6,4,1
female,IL,20,18000,7,4,3,7,5,3,6,2,5,2,4,3,5,3,2,2,6,2,4,6,6,4,3,4,7,3,5,4,6,7,2,2,2,3,2,6,1,4,2,4,Evercrest,39,1,3,5,2,4,6
male,TX,22,31000,5,5,5,5,6,6,5,7,7,5,7,5,3,5,5,5,4,3,3,6,4,4,5,5,4,6,2,5,5,4,2,1,1,6,6,4,6,7,4,6,Seraph Guardians,43,5,2,3,6,4,1
female,DE,29,49000,3,3,3,6,4,4,5,4,1,3,2,3,4,5,6,4,4,3,3,6,3,6,4,3,7,4,6,7,2,5,5,5,4,7,5,7,3,5,4,4,Warrior Guild,44,5,1,4,2,3,6
male,SC,28,66000,4,6,3,3,4,4,1,7,2,5,6,3,6,3,2,5,2,2,1,4,2,3,3,3,3,1,4,4,1,3,2,3,2,2,3,4,3,5,5,3,Warrior Guild,39,5,1,4,6,3,2
female,AR,20,8000,3,6,1,3,6,5,3,5,1,4,3,3,5,3,1,5,5,7,4,5,4,1,4,4,3,3,1,3,3,5,7,7,7,1,3,3,2,1,2,1,Seraph Guardians,34,2,3,6,1,5,4
female,CA,26,83000,5,6,1,5,4,4,6,6,6,7,1,2,2,3,1,7,7,3,4,7,3,4,5,4,4,3,3,4,2,7,5,3,5,2,1,5,1,4,1,1,Seraph Guardians,,4,1,6,3,2,5
male,CA,20,42000,7,3,3,7,7,7,5,7,4,2,3,6,4,3,6,3,7,1,5,7,6,6,7,7,5,4,5,5,5,5,2,1,2,6,7,7,1,4,3,6,Seraph Guardians,62,2,1,3,4,6,5
male,NC,34,53000,7,6,3,4,1,1,3,3,2,5,1,4,3,3,1,6,5,7,1,4,2,3,4,1,2,2,2,4,1,4,6,7,7,1,1,1,4,3,2,1,Warrior Guild,46,1,2,6,3,4,5
male,MN,28,64000,4,3,4,4,6,6,4,6,4,4,7,7,6,6,5,4,5,1,1,3,4,3,7,4,3,3,6,7,1,3,2,4,3,7,5,4,4,7,4,5,Warrior Guild,45,5,1,3,6,4,2
male,TX,41,86000,6,7,1,6,5,3,5,2,2,7,5,4,4,4,4,7,2,1,4,3,3,3,6,1,6,3,5,6,3,3,1,1,2,6,4,6,1,5,2,5,Warrior Guild,,5,1,4,6,2,3
female,NY,36,101000,4,4,4,3,3,4,3,3,3,6,5,4,5,5,2,7,4,2,5,1,2,3,2,3,1,4,4,4,5,2,3,3,1,2,2,3,5,5,5,3,Warrior Guild,,4,1,5,6,3,2
male,UT,21,34000,1,4,4,1,4,3,1,3,7,5,2,2,2,3,3,2,6,6,5,7,7,4,4,6,3,7,1,1,6,7,6,7,7,2,2,2,5,3,4,3,Warrior Guild,37,2,6,3,1,4,5
female,CA,21,39000,6,1,3,7,3,2,6,3,3,3,2,4,5,4,2,3,7,2,5,7,4,7,4,6,5,3,4,5,4,7,2,2,3,4,4,6,5,2,4,4,Seraph Guardians,52,1,4,5,2,3,6
male,WI,26,34000,5,2,3,4,6,7,7,5,3,1,2,4,5,1,5,2,6,3,3,4,5,7,3,3,7,5,7,3,4,4,5,4,3,3,6,5,4,3,4,4,Seraph Guardians,57,4,1,3,2,5,6
male,FL,37,91000,6,5,5,7,6,7,2,5,1,4,3,5,5,6,4,4,2,4,4,3,3,4,3,1,5,6,3,6,5,1,3,4,1,4,2,5,5,3,2,2,Evercrest,74,4,1,2,6,5,3
female,MD,30,73000,4,1,4,4,4,4,4,5,2,1,5,7,6,7,3,2,5,4,3,2,4,5,7,3,6,5,5,7,5,5,5,3,5,5,3,6,3,3,5,5,Warrior Guild,62,5,2,1,3,6,4
male,MD,29,96000,3,3,3,1,7,7,3,7,3,5,3,2,7,6,4,6,4,7,4,5,1,1,4,2,1,5,1,5,3,3,7,6,7,2,4,4,4,4,2,3,Seraph Guardians,77,4,1,3,5,6,2
male,MI,53,100000,1,3,6,2,5,4,1,5,3,4,6,5,4,5,3,3,7,2,2,4,2,6,3,1,5,3,6,3,4,4,4,1,3,3,4,2,5,5,5,2,Evercrest,83,6,1,4,5,3,2
female,VA,24,58000,4,1,2,7,4,6,5,7,4,2,1,1,4,1,3,2,5,6,1,4,2,5,1,4,5,3,4,1,1,4,7,6,6,5,3,3,1,1,3,5,Seraph Guardians,43,2,3,4,1,5,6
male,ID,24,31000,2,1,2,3,4,6,5,5,4,2,3,4,5,4,3,1,4,5,4,4,5,4,2,4,6,3,4,5,5,5,5,3,3,3,3,4,2,5,1,5,Seraph Guardians,37,3,1,4,2,6,5
female,MI,20,12000,4,6,5,3,5,6,5,6,5,7,4,5,6,4,2,6,2,3,1,3,4,5,5,4,5,1,3,6,2,4,2,1,1,2,3,5,5,5,6,3,Evercrest,23,5,1,4,6,3,2
male,OR,31,75000,5,1,6,5,4,5,2,5,4,4,7,5,3,6,5,4,5,1,2,7,3,3,4,4,3,1,4,6,3,5,2,3,1,5,4,2,7,7,5,4,Warrior Guild,52,5,2,3,6,4,1
male,PA,21,33000,2,4,2,4,2,5,2,3,2,4,4,2,1,3,1,2,2,2,5,3,4,4,1,2,4,3,5,1,4,4,2,2,3,1,2,4,2,3,3,3,Warrior Guild,29,5,1,6,4,2,3
male,IN,31,68000,3,6,3,3,3,4,2,4,3,7,3,2,3,1,2,6,4,5,2,5,3,1,2,2,1,2,1,1,3,4,6,5,5,1,1,2,2,4,3,1,Seraph Guardians,48,3,1,6,5,4,2
male,MI,23,26000,2,2,1,2,3,3,3,4,6,3,2,3,1,1,3,2,6,7,5,6,5,2,3,7,3,7,3,2,7,7,7,7,7,2,3,4,2,5,2,5,Warrior Guild,24,2,4,5,1,3,6
male,PA,20,28000,4,5,3,6,3,3,3,5,7,4,5,2,5,1,1,4,7,6,7,5,5,3,3,5,2,7,1,2,7,5,4,4,5,4,1,4,1,6,1,3,Seraph Guardians,39,1,4,6,2,3,5
male,FL,24,73000,7,5,2,7,3,4,7,5,4,5,2,3,4,2,2,3,6,4,3,5,3,7,1,2,5,3,6,2,2,6,5,4,6,5,3,6,3,3,4,6,Evercrest,64,3,2,5,4,1,6
male,PA,21,35000,3,7,3,2,6,5,5,3,4,6,4,5,5,5,4,3,5,1,4,4,2,6,5,3,5,3,5,5,3,4,3,3,4,4,3,5,3,3,6,1,Seraph Guardians,49,5,1,3,6,4,2
female,CA,19,33000,5,3,4,7,3,3,7,3,5,3,2,3,1,2,4,4,5,4,4,5,5,5,2,5,6,7,7,3,3,6,3,3,4,4,4,5,4,2,4,3,Seraph Guardians,44,1,4,5,2,3,6
female,KS,24,29000,4,4,4,5,6,3,5,6,4,6,3,3,4,3,1,5,4,1,3,5,1,3,3,4,1,1,4,2,2,4,2,3,2,2,3,4,5,4,4,2,Warrior Guild,30,5,1,4,6,3,2
male,OR,18,13000,3,4,4,4,5,5,5,7,4,3,6,6,5,6,7,5,4,1,3,6,7,7,7,3,6,2,5,7,3,4,4,2,4,6,6,5,6,7,6,4,Evercrest,29,5,1,3,6,4,2
female,NY,32,83000,2,7,1,4,3,4,1,4,3,7,6,3,3,6,2,7,2,5,2,5,2,1,2,4,1,4,1,1,4,3,3,5,5,1,2,2,2,5,2,1,Evercrest,,4,2,6,5,3,1
female,TX,23,28000,6,4,2,7,3,5,6,4,6,2,1,4,4,4,6,4,4,3,5,5,6,5,5,5,5,5,2,5,3,6,5,3,5,5,7,5,4,4,2,7,Evercrest,43,1,2,3,4,6,5
female,TX,31,70000,5,6,2,5,2,1,5,2,2,5,3,3,2,2,2,4,5,1,2,4,2,4,4,3,5,3,5,3,2,4,1,1,2,4,3,5,2,2,1,3,Warrior Guild,,3,1,5,6,2,4
male,CA,28,82000,3,5,3,2,5,5,5,5,3,6,3,5,3,5,6,7,5,5,4,4,5,4,3,3,6,4,5,2,3,6,3,1,3,6,6,4,4,3,4,6,Warrior Guild,58,6,1,3,4,5,2
male,IN,38,43000,2,3,4,2,6,6,3,7,4,5,3,7,6,7,4,2,1,1,5,2,2,4,7,3,3,5,2,6,4,3,1,1,1,2,2,2,5,4,5,3,Seraph Guardians,47,4,3,1,5,6,2
female,IL,19,5000,4,3,5,3,6,7,2,7,4,4,4,6,5,6,5,6,7,4,2,5,3,1,6,1,3,2,2,5,2,7,5,4,6,4,5,4,5,4,6,5,Evercrest,36,4,2,3,6,5,1
female,NY,26,57000,6,4,1,6,4,4,5,4,5,4,4,3,1,3,7,3,5,5,3,4,5,5,1,3,4,2,5,2,2,5,4,5,5,6,4,6,3,5,2,5,Warrior Guild,50,3,1,6,4,2,5
female,IN,22,20000,6,3,4,7,6,2,7,1,4,2,1,4,1,4,5,2,3,3,5,5,5,4,4,4,7,4,4,4,5,5,3,3,4,5,2,4,3,1,4,5,Seraph Guardians,36,1,3,5,2,4,6
male,CA,22,52000,7,5,4,7,4,4,7,7,6,4,5,5,3,4,5,4,5,5,6,5,5,7,5,5,7,3,7,3,3,4,6,6,5,6,4,7,4,5,5,5,Seraph Guardians,52,4,1,5,2,3,6
female,SC,25,45000,3,5,7,3,6,7,3,7,3,3,7,7,6,5,3,5,4,4,3,3,5,4,7,3,5,2,3,7,3,2,4,2,2,1,2,1,7,7,7,4,Warrior Guild,51,4,1,3,6,5,2
female,AR,24,33000,4,2,4,4,7,7,4,7,4,1,2,5,6,3,2,3,3,4,7,4,5,5,6,5,6,6,3,4,7,4,2,3,4,3,2,4,6,3,2,5,Evercrest,44,3,2,1,4,6,5
female,MI,23,33000,3,1,4,1,7,6,2,7,2,1,1,5,6,3,5,1,2,1,7,2,2,5,3,6,2,7,3,5,7,2,2,1,2,6,6,3,2,1,2,5,Warrior Guild,33,4,5,1,2,6,3
female,TX,20,9000,6,2,6,7,5,7,6,7,4,2,4,3,5,4,6,1,3,3,3,5,5,6,4,5,6,4,7,4,1,6,1,1,1,6,5,6,7,4,5,6,Seraph Guardians,38,4,1,2,6,5,3
female,CA,28,64000,4,5,4,4,5,5,5,5,1,6,3,4,6,6,2,7,4,4,3,4,3,2,1,1,1,2,1,5,3,4,6,3,3,3,1,3,5,4,3,4,Warrior Guild,56,4,1,3,6,5,2
male,MA,32,116000,4,6,4,4,4,3,2,2,3,6,4,4,4,2,1,4,5,3,4,3,4,4,3,4,3,6,5,3,7,3,1,2,3,4,1,3,3,4,4,1,Seraph Guardians,88,2,1,5,4,3,6
male,CA,21,57000,7,5,6,4,7,7,6,6,3,4,4,7,7,7,7,4,6,5,6,6,4,7,6,3,6,4,6,7,4,6,3,4,5,5,7,7,6,4,4,6,Seraph Guardians,66,5,1,2,4,6,3
female,NV,23,49000,5,7,5,1,2,4,3,5,4,5,3,3,2,2,1,6,3,5,3,4,4,2,3,4,1,2,2,4,4,3,7,7,5,1,2,1,5,1,4,1,Seraph Guardians,46,1,2,6,3,5,4
female,GA,59,107000,6,5,5,4,7,7,3,7,3,6,6,6,5,7,3,7,5,1,1,4,1,1,6,2,3,3,1,5,1,5,3,1,2,4,2,4,3,7,6,3,Evercrest,75,5,1,4,6,3,2
female,NH,23,47000,4,5,7,3,7,6,5,6,3,4,6,5,5,4,4,3,5,6,3,5,3,5,4,5,4,2,5,4,4,5,5,4,4,4,3,4,6,6,6,3,Warrior Guild,47,6,1,3,5,4,2
female,LA,23,37000,4,4,2,2,2,4,4,3,3,5,3,1,2,1,1,4,5,5,4,3,5,5,2,4,3,3,3,2,5,4,4,4,2,1,1,5,3,1,3,1,Evercrest,46,2,4,5,1,3,6
female,MS,35,70000,1,4,1,1,7,7,4,7,4,5,3,5,5,2,2,4,5,6,1,4,3,3,2,3,4,4,5,3,2,4,7,7,7,2,4,2,2,2,2,2,Evercrest,,5,2,4,1,6,3
